n_batch:12090,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12095,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12100,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12105,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12110,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12115,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12120,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12125,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12130,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12135,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12140,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12145,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12150,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.823e+01
n_batch:12155,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12160,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12165,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12170,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12175,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12180,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12185,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12190,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12195,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12200,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12205,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.822e+01
n_batch:12210,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.821e+01
n_batch:12215,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.821e+01
n_batch:12220,phase:    train,avg_loss:2.043e-01, avg_error_rate:5.821e+01
n_batch:12225,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.821e+01
n_batch:12230,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.821e+01
n_batch:12235,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.821e+01
n_batch:12240,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.821e+01
n_batch:12245,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.821e+01
n_batch:12250,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.821e+01
n_batch:12255,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.821e+01
n_batch:12260,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.821e+01
n_batch:12265,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.821e+01
n_batch:12270,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.821e+01
n_batch:12275,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12280,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12285,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12290,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12295,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12300,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12305,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12310,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12315,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12320,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12325,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12330,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12335,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12340,phase:    train,avg_loss:2.042e-01, avg_error_rate:5.820e+01
n_batch:12345,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.820e+01
n_batch:12350,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12355,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12360,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12365,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12370,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12375,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12380,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12385,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12390,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12395,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12400,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12405,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12410,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12415,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12420,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12425,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12430,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.819e+01
n_batch:12435,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12440,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12445,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12450,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12455,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12460,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12465,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12470,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12475,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12480,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12485,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12490,phase:    train,avg_loss:2.041e-01, avg_error_rate:5.818e+01
n_batch:12495,phase:    train,avg_loss:2.040e-01, avg_error_rate:5.818e+01
n_batch:12500,phase:    train,avg_loss:2.040e-01, avg_error_rate:5.817e+01
    train, japanese  :<sos>あなたはナイフまたはハサミの刃で新鮮な接着剤染色を掻き取ろうとすることができます。<eos>
    train, reference :<sos> you can make an attempt to scrape fresh adhesive stain with a knife or blade of scissors.<eos>
    train, hypothesis:<sos> you can try fresh glue with knife knife.<eos>
    train, japanese  :<sos>また、propackをお使いになれば当社のロゴをご自分のロゴに変更することもできます。<eos>
    train, reference :<sos> with our pro package , enjoy private labeling by replacing our logo with yours.<eos>
    train, hypothesis:<sos> with our pro package , enjoy private labeling by replacing our logo with yours.<eos>
    train, japanese  :<sos>アクティブな検索が実行者と名前を定義した後に、プレイヤーの音楽に含まれているプログラムでガジェットを持参できます。<eos>
    train, reference :<sos> you can bring the gadget with the program included to the playing music , after which the active search will define the performer and the name.<eos>
    train, hypothesis:<sos> can programs included in the music.<eos>
    train, japanese  :<sos>最後の光線を混ぜ合わせ、周囲のスノーフレークを開いて、あなたの指やピンセットをこの位置に固定するために与える。<eos>
    train, reference :<sos> mix glue the last rays , open the snowflake around the circumference and give away with your fingers or tweezers to fix it in this position.<eos>
    train, hypothesis:<sos> mix the last , open the snowflake , fix your fingers this position.<eos>
    train loss: 0.204037
    train token error rate: 58.174262 %
n_batch:5,phase:validation,avg_loss:1.625e-01, avg_error_rate:4.974e+01
n_batch:10,phase:validation,avg_loss:1.561e-01, avg_error_rate:4.847e+01
n_batch:15,phase:validation,avg_loss:1.547e-01, avg_error_rate:4.784e+01
n_batch:20,phase:validation,avg_loss:1.531e-01, avg_error_rate:4.744e+01
n_batch:25,phase:validation,avg_loss:1.531e-01, avg_error_rate:4.827e+01
n_batch:30,phase:validation,avg_loss:1.548e-01, avg_error_rate:4.876e+01
n_batch:35,phase:validation,avg_loss:1.559e-01, avg_error_rate:4.927e+01
n_batch:40,phase:validation,avg_loss:1.565e-01, avg_error_rate:4.925e+01
n_batch:45,phase:validation,avg_loss:1.563e-01, avg_error_rate:4.946e+01
n_batch:50,phase:validation,avg_loss:1.571e-01, avg_error_rate:4.943e+01
n_batch:55,phase:validation,avg_loss:1.575e-01, avg_error_rate:4.957e+01
n_batch:60,phase:validation,avg_loss:1.564e-01, avg_error_rate:4.947e+01
n_batch:65,phase:validation,avg_loss:1.555e-01, avg_error_rate:4.913e+01
n_batch:70,phase:validation,avg_loss:1.555e-01, avg_error_rate:4.908e+01
n_batch:75,phase:validation,avg_loss:1.548e-01, avg_error_rate:4.900e+01
n_batch:80,phase:validation,avg_loss:1.547e-01, avg_error_rate:4.891e+01
n_batch:85,phase:validation,avg_loss:1.531e-01, avg_error_rate:4.847e+01
n_batch:90,phase:validation,avg_loss:1.539e-01, avg_error_rate:4.862e+01
n_batch:95,phase:validation,avg_loss:1.535e-01, avg_error_rate:4.848e+01
n_batch:100,phase:validation,avg_loss:1.530e-01, avg_error_rate:4.832e+01
n_batch:105,phase:validation,avg_loss:1.524e-01, avg_error_rate:4.810e+01
n_batch:110,phase:validation,avg_loss:1.521e-01, avg_error_rate:4.793e+01
n_batch:115,phase:validation,avg_loss:1.517e-01, avg_error_rate:4.774e+01
n_batch:120,phase:validation,avg_loss:1.521e-01, avg_error_rate:4.786e+01
n_batch:125,phase:validation,avg_loss:1.525e-01, avg_error_rate:4.776e+01
n_batch:130,phase:validation,avg_loss:1.513e-01, avg_error_rate:4.733e+01
n_batch:135,phase:validation,avg_loss:1.512e-01, avg_error_rate:4.728e+01
n_batch:140,phase:validation,avg_loss:1.508e-01, avg_error_rate:4.720e+01
n_batch:145,phase:validation,avg_loss:1.502e-01, avg_error_rate:4.710e+01
n_batch:150,phase:validation,avg_loss:1.499e-01, avg_error_rate:4.703e+01
n_batch:155,phase:validation,avg_loss:1.498e-01, avg_error_rate:4.707e+01
n_batch:160,phase:validation,avg_loss:1.504e-01, avg_error_rate:4.735e+01
n_batch:165,phase:validation,avg_loss:1.498e-01, avg_error_rate:4.704e+01
n_batch:170,phase:validation,avg_loss:1.492e-01, avg_error_rate:4.696e+01
n_batch:175,phase:validation,avg_loss:1.493e-01, avg_error_rate:4.698e+01
n_batch:180,phase:validation,avg_loss:1.490e-01, avg_error_rate:4.684e+01
n_batch:185,phase:validation,avg_loss:1.491e-01, avg_error_rate:4.682e+01
n_batch:190,phase:validation,avg_loss:1.490e-01, avg_error_rate:4.683e+01
n_batch:195,phase:validation,avg_loss:1.486e-01, avg_error_rate:4.663e+01
n_batch:200,phase:validation,avg_loss:1.484e-01, avg_error_rate:4.649e+01
n_batch:205,phase:validation,avg_loss:1.482e-01, avg_error_rate:4.644e+01
n_batch:210,phase:validation,avg_loss:1.480e-01, avg_error_rate:4.638e+01
n_batch:215,phase:validation,avg_loss:1.472e-01, avg_error_rate:4.617e+01
n_batch:220,phase:validation,avg_loss:1.471e-01, avg_error_rate:4.607e+01
n_batch:225,phase:validation,avg_loss:1.469e-01, avg_error_rate:4.606e+01
n_batch:230,phase:validation,avg_loss:1.469e-01, avg_error_rate:4.609e+01
n_batch:235,phase:validation,avg_loss:1.463e-01, avg_error_rate:4.601e+01
n_batch:240,phase:validation,avg_loss:1.460e-01, avg_error_rate:4.597e+01
n_batch:245,phase:validation,avg_loss:1.462e-01, avg_error_rate:4.605e+01
n_batch:250,phase:validation,avg_loss:1.465e-01, avg_error_rate:4.616e+01
n_batch:255,phase:validation,avg_loss:1.467e-01, avg_error_rate:4.626e+01
n_batch:260,phase:validation,avg_loss:1.472e-01, avg_error_rate:4.638e+01
n_batch:265,phase:validation,avg_loss:1.473e-01, avg_error_rate:4.639e+01
n_batch:270,phase:validation,avg_loss:1.469e-01, avg_error_rate:4.634e+01
n_batch:275,phase:validation,avg_loss:1.472e-01, avg_error_rate:4.650e+01
n_batch:280,phase:validation,avg_loss:1.473e-01, avg_error_rate:4.651e+01
n_batch:285,phase:validation,avg_loss:1.473e-01, avg_error_rate:4.647e+01
n_batch:290,phase:validation,avg_loss:1.473e-01, avg_error_rate:4.644e+01
n_batch:295,phase:validation,avg_loss:1.475e-01, avg_error_rate:4.645e+01
n_batch:300,phase:validation,avg_loss:1.473e-01, avg_error_rate:4.636e+01
n_batch:305,phase:validation,avg_loss:1.473e-01, avg_error_rate:4.631e+01
n_batch:310,phase:validation,avg_loss:1.472e-01, avg_error_rate:4.631e+01
validation, japanese  :<sos>あなたはこの記事のこれらの質問に対する回答を見つけるでしょう。<eos>
validation, reference :<sos> you will find answers to these questions in this article.<eos>
validation, hypothesis:<sos> you will find questions these this article.<eos>
validation, japanese  :<sos>あなたはハーモニカを得るでしょう。<eos>
validation, reference :<sos> you will get harmonica.<eos>
validation, hypothesis:<sos> you will get.<eos>
validation, japanese  :<sos>あなたはコーンのようなものを手に入れるでしょう。<eos>
validation, reference :<sos> you will get something like a cone.<eos>
validation, hypothesis:<sos> you will get like cone.<eos>
validation, japanese  :<sos>ページから広告を削除したい場合にのみ設定を掘る必要があります。<eos>
validation, reference :<sos> you will have to dig in the settings only if you want to remove advertising from pages.<eos>
validation, hypothesis:<sos> you to only settings you want to remove from page.<eos>
    validation loss: 0.147399
    validation token error rate: 46.318798 %
epoch 4/15:
n_batch:5,phase:    train,avg_loss:1.808e-01, avg_error_rate:5.528e+01
n_batch:10,phase:    train,avg_loss:1.826e-01, avg_error_rate:5.564e+01
n_batch:15,phase:    train,avg_loss:1.820e-01, avg_error_rate:5.507e+01
n_batch:20,phase:    train,avg_loss:1.810e-01, avg_error_rate:5.536e+01
n_batch:25,phase:    train,avg_loss:1.861e-01, avg_error_rate:5.717e+01
n_batch:30,phase:    train,avg_loss:1.822e-01, avg_error_rate:5.618e+01
n_batch:35,phase:    train,avg_loss:1.818e-01, avg_error_rate:5.584e+01
n_batch:40,phase:    train,avg_loss:1.792e-01, avg_error_rate:5.517e+01
n_batch:45,phase:    train,avg_loss:1.792e-01, avg_error_rate:5.528e+01
n_batch:50,phase:    train,avg_loss:1.789e-01, avg_error_rate:5.488e+01
n_batch:55,phase:    train,avg_loss:1.784e-01, avg_error_rate:5.479e+01
n_batch:60,phase:    train,avg_loss:1.782e-01, avg_error_rate:5.481e+01
n_batch:65,phase:    train,avg_loss:1.789e-01, avg_error_rate:5.485e+01
n_batch:70,phase:    train,avg_loss:1.779e-01, avg_error_rate:5.454e+01
n_batch:75,phase:    train,avg_loss:1.778e-01, avg_error_rate:5.432e+01
n_batch:80,phase:    train,avg_loss:1.792e-01, avg_error_rate:5.456e+01
n_batch:85,phase:    train,avg_loss:1.781e-01, avg_error_rate:5.417e+01
n_batch:90,phase:    train,avg_loss:1.783e-01, avg_error_rate:5.420e+01
n_batch:95,phase:    train,avg_loss:1.786e-01, avg_error_rate:5.422e+01
n_batch:100,phase:    train,avg_loss:1.779e-01, avg_error_rate:5.411e+01
n_batch:105,phase:    train,avg_loss:1.783e-01, avg_error_rate:5.417e+01
n_batch:110,phase:    train,avg_loss:1.782e-01, avg_error_rate:5.422e+01
n_batch:115,phase:    train,avg_loss:1.795e-01, avg_error_rate:5.463e+01
n_batch:120,phase:    train,avg_loss:1.791e-01, avg_error_rate:5.451e+01
n_batch:125,phase:    train,avg_loss:1.794e-01, avg_error_rate:5.447e+01
n_batch:130,phase:    train,avg_loss:1.788e-01, avg_error_rate:5.436e+01
n_batch:135,phase:    train,avg_loss:1.785e-01, avg_error_rate:5.441e+01
n_batch:140,phase:    train,avg_loss:1.784e-01, avg_error_rate:5.429e+01
n_batch:145,phase:    train,avg_loss:1.790e-01, avg_error_rate:5.443e+01
n_batch:150,phase:    train,avg_loss:1.790e-01, avg_error_rate:5.429e+01
n_batch:155,phase:    train,avg_loss:1.794e-01, avg_error_rate:5.443e+01
n_batch:160,phase:    train,avg_loss:1.797e-01, avg_error_rate:5.448e+01
n_batch:165,phase:    train,avg_loss:1.801e-01, avg_error_rate:5.461e+01
n_batch:170,phase:    train,avg_loss:1.800e-01, avg_error_rate:5.462e+01
n_batch:175,phase:    train,avg_loss:1.797e-01, avg_error_rate:5.448e+01
n_batch:180,phase:    train,avg_loss:1.797e-01, avg_error_rate:5.440e+01
n_batch:185,phase:    train,avg_loss:1.801e-01, avg_error_rate:5.440e+01
n_batch:190,phase:    train,avg_loss:1.806e-01, avg_error_rate:5.451e+01
n_batch:195,phase:    train,avg_loss:1.803e-01, avg_error_rate:5.440e+01
n_batch:200,phase:    train,avg_loss:1.803e-01, avg_error_rate:5.434e+01
n_batch:205,phase:    train,avg_loss:1.801e-01, avg_error_rate:5.434e+01
n_batch:210,phase:    train,avg_loss:1.800e-01, avg_error_rate:5.434e+01
n_batch:215,phase:    train,avg_loss:1.799e-01, avg_error_rate:5.431e+01
n_batch:220,phase:    train,avg_loss:1.803e-01, avg_error_rate:5.440e+01
n_batch:225,phase:    train,avg_loss:1.806e-01, avg_error_rate:5.446e+01
n_batch:230,phase:    train,avg_loss:1.809e-01, avg_error_rate:5.451e+01
n_batch:235,phase:    train,avg_loss:1.810e-01, avg_error_rate:5.449e+01
n_batch:240,phase:    train,avg_loss:1.806e-01, avg_error_rate:5.443e+01
n_batch:245,phase:    train,avg_loss:1.804e-01, avg_error_rate:5.441e+01
n_batch:250,phase:    train,avg_loss:1.805e-01, avg_error_rate:5.446e+01
n_batch:255,phase:    train,avg_loss:1.813e-01, avg_error_rate:5.461e+01
n_batch:260,phase:    train,avg_loss:1.808e-01, avg_error_rate:5.448e+01
n_batch:265,phase:    train,avg_loss:1.803e-01, avg_error_rate:5.432e+01
n_batch:270,phase:    train,avg_loss:1.802e-01, avg_error_rate:5.426e+01
n_batch:275,phase:    train,avg_loss:1.801e-01, avg_error_rate:5.423e+01
n_batch:280,phase:    train,avg_loss:1.803e-01, avg_error_rate:5.429e+01
n_batch:285,phase:    train,avg_loss:1.803e-01, avg_error_rate:5.430e+01
n_batch:290,phase:    train,avg_loss:1.802e-01, avg_error_rate:5.429e+01
n_batch:295,phase:    train,avg_loss:1.800e-01, avg_error_rate:5.429e+01
n_batch:300,phase:    train,avg_loss:1.798e-01, avg_error_rate:5.426e+01
n_batch:305,phase:    train,avg_loss:1.798e-01, avg_error_rate:5.425e+01
n_batch:310,phase:    train,avg_loss:1.797e-01, avg_error_rate:5.420e+01
n_batch:315,phase:    train,avg_loss:1.795e-01, avg_error_rate:5.416e+01
n_batch:320,phase:    train,avg_loss:1.795e-01, avg_error_rate:5.414e+01
n_batch:325,phase:    train,avg_loss:1.797e-01, avg_error_rate:5.413e+01
n_batch:330,phase:    train,avg_loss:1.800e-01, avg_error_rate:5.418e+01
n_batch:335,phase:    train,avg_loss:1.799e-01, avg_error_rate:5.414e+01
n_batch:340,phase:    train,avg_loss:1.802e-01, avg_error_rate:5.423e+01
n_batch:345,phase:    train,avg_loss:1.803e-01, avg_error_rate:5.429e+01
n_batch:350,phase:    train,avg_loss:1.802e-01, avg_error_rate:5.432e+01
n_batch:355,phase:    train,avg_loss:1.802e-01, avg_error_rate:5.434e+01
n_batch:360,phase:    train,avg_loss:1.803e-01, avg_error_rate:5.428e+01
n_batch:365,phase:    train,avg_loss:1.801e-01, avg_error_rate:5.422e+01
n_batch:370,phase:    train,avg_loss:1.801e-01, avg_error_rate:5.425e+01
n_batch:375,phase:    train,avg_loss:1.801e-01, avg_error_rate:5.424e+01
n_batch:380,phase:    train,avg_loss:1.801e-01, avg_error_rate:5.424e+01
n_batch:385,phase:    train,avg_loss:1.802e-01, avg_error_rate:5.430e+01
n_batch:390,phase:    train,avg_loss:1.803e-01, avg_error_rate:5.432e+01
n_batch:395,phase:    train,avg_loss:1.808e-01, avg_error_rate:5.447e+01
n_batch:400,phase:    train,avg_loss:1.806e-01, avg_error_rate:5.440e+01
n_batch:405,phase:    train,avg_loss:1.805e-01, avg_error_rate:5.436e+01
n_batch:410,phase:    train,avg_loss:1.805e-01, avg_error_rate:5.434e+01
n_batch:415,phase:    train,avg_loss:1.804e-01, avg_error_rate:5.432e+01
n_batch:420,phase:    train,avg_loss:1.803e-01, avg_error_rate:5.432e+01
n_batch:425,phase:    train,avg_loss:1.801e-01, avg_error_rate:5.424e+01
n_batch:430,phase:    train,avg_loss:1.801e-01, avg_error_rate:5.427e+01
n_batch:435,phase:    train,avg_loss:1.799e-01, avg_error_rate:5.421e+01
n_batch:440,phase:    train,avg_loss:1.800e-01, avg_error_rate:5.418e+01
